ERR793599.177418	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0006 peptidase M24;
ERR793599.419511	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG0681 Signal peptidase i;
ERR793599.81298	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0683 (ABC) transporter;
ERR793599.178811	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0687 polyamine binding;
ERR793599.693144	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0691 Binds specifically to the SsrA RNA (tmRNA) and is required for stable association of SsrA with ribosomes (By similarity);
ERR793599.747463	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0695 Glutaredoxin;
ERR793599.485306	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0697 membrane;
ERR793599.485306	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0697 membrane;
ERR793599.546545	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0697 membrane;
ERR793599.546545	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0697 membrane;
ERR793599.546594	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0697 membrane;
ERR793599.546594	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0697 membrane;
ERR793599.485306	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0697 membrane;
ERR793599.485306	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0697 membrane;
ERR793599.401126	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0702 epimerase dehydratase;
ERR793599.401126	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0702 epimerase dehydratase;
ERR793599.236579	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0702 epimerase dehydratase;
ERR793599.236579	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0702 epimerase dehydratase;
ERR793599.83843	eggNOG;metabolism;[C] Energy production and conversion;COG0712 F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity);
ERR793599.140928	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0726 4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process;
ERR793599.143268	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0729 Surface Antigen;
ERR793599.92190	eggNOG;informationStorageAndProcessing;[K] Transcription;COG0735 Ferric uptake regulator, Fur family;
ERR793599.741167	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0739 peptidase';
ERR793599.264231	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0745 regulatoR;
ERR793599.39276	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0747 Extracellular solute-binding protein, family 5;
ERR793599.273671	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0751 Glycyl-tRNA synthetase beta subunit;
ERR793599.273671	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0751 Glycyl-tRNA synthetase beta subunit;
ERR793599.192366	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0752 glycyl-tRNA synthetase, alpha subunit;
ERR793599.192788	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0752 glycyl-tRNA synthetase, alpha subunit;
ERR793599.632836	eggNOG;metabolism;[I] Lipid transport and metabolism;COG0761 Converts 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate into isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP) (By similarity);
ERR793599.632913	eggNOG;metabolism;[I] Lipid transport and metabolism;COG0761 Converts 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate into isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP) (By similarity);
ERR793599.387526	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0766 Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine (By similarity);
ERR793599.387654	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0766 Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine (By similarity);
ERR793599.243757	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0768 penicillin-binding protein;
ERR793599.438347	eggNOG;informationStorageAndProcessing;[K] Transcription;COG0781 DNA-dependent transcription, termination;
ERR793599.278690	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0784 response regulator;
ERR793599.371135	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0784 response regulator;
ERR793599.477047	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0784 response regulator;
ERR793599.278690	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0784 response regulator;
ERR793599.321175	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0784 response regulator;
ERR793599.477047	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0784 response regulator;
ERR793599.513454	eggNOG;informationStorageAndProcessing;[K] Transcription;COG0789 Transcriptional regulator;
ERR793599.379251	eggNOG;informationStorageAndProcessing;[K] Transcription;COG0789 Transcriptional regulator;
ERR793599.180144	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0793 protease;
ERR793599.180144	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0793 protease;
ERR793599.97967	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0798 arsenical-resistance protein;
ERR793599.540848	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0806 An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes (By similarity);
ERR793599.487340	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG0811 MotA TolQ exbB proton channel;
ERR793599.487340	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG0811 MotA TolQ exbB proton channel;
ERR793599.549833	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG0811 MotA TolQ exbB proton channel;
ERR793599.559608	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0814 amino acid transport;
ERR793599.559608	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0814 amino acid transport;
ERR793599.323809	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0820 rRNA (adenine-C2-)-methyltransferase activity;
ERR793599.153776	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0820 rRNA (adenine-C2-)-methyltransferase activity;
ERR793599.154299	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0820 rRNA (adenine-C2-)-methyltransferase activity;
ERR793599.323809	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0820 rRNA (adenine-C2-)-methyltransferase activity;
ERR793599.152465	eggNOG;metabolism;[I] Lipid transport and metabolism;COG0821 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity;
ERR793599.152465	eggNOG;metabolism;[I] Lipid transport and metabolism;COG0821 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity;
ERR793599.356440	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0835 chew protein;
ERR793599.356440	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG0835 chew protein;
ERR793599.356440	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG0835 chew protein;
ERR793599.356440	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG0835 chew protein;
ERR793599.371241	eggNOG;metabolism;[C] Energy production and conversion;COG0839 NADH dehydrogenase subunit j;
ERR793599.61924	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0841 acriflavin resistance protein;
ERR793599.142560	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0841 acriflavin resistance protein;
ERR793599.210989	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0841 acriflavin resistance protein;
ERR793599.383790	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0841 acriflavin resistance protein;
ERR793599.553366	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0841 acriflavin resistance protein;
ERR793599.749071	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0841 acriflavin resistance protein;
ERR793599.142560	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0841 acriflavin resistance protein;
ERR793599.210989	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0841 acriflavin resistance protein;
ERR793599.369115	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0841 acriflavin resistance protein;
ERR793599.383790	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0841 acriflavin resistance protein;
ERR793599.553366	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0841 acriflavin resistance protein;
ERR793599.749071	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0841 acriflavin resistance protein;
ERR793599.454782	eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG0842 (ABC) transporter;
ERR793599.725886	eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG0842 (ABC) transporter;
ERR793599.454782	eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG0842 (ABC) transporter;
ERR793599.725886	eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG0842 (ABC) transporter;
ERR793599.617969	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0859 heptosyltransferase;
ERR793599.617969	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0859 heptosyltransferase;
ERR793599.64982	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1004 UDP-glucose 6-dehydrogenase;
ERR793599.133772	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1004 UDP-glucose 6-dehydrogenase;
ERR793599.64982	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1004 UDP-glucose 6-dehydrogenase;
ERR793599.420331	eggNOG;metabolism;[C] Energy production and conversion;COG1005 NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone (By similarity);
ERR793599.603514	eggNOG;metabolism;[C] Energy production and conversion;COG1005 NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone (By similarity);
ERR793599.603514	eggNOG;metabolism;[C] Energy production and conversion;COG1005 NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone (By similarity);
ERR793599.9481	eggNOG;metabolism;[C] Energy production and conversion;COG1007 NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity);
ERR793599.242520	eggNOG;metabolism;[C] Energy production and conversion;COG1007 NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity);
ERR793599.242520	eggNOG;metabolism;[C] Energy production and conversion;COG1007 NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity);
ERR793599.358	eggNOG;metabolism;[C] Energy production and conversion;COG1008 subunit m;
ERR793599.310181	eggNOG;metabolism;[C] Energy production and conversion;COG1012 Dehydrogenase;
ERR793599.502212	eggNOG;metabolism;[C] Energy production and conversion;COG1012 Dehydrogenase;
ERR793599.49140	eggNOG;metabolism;[C] Energy production and conversion;COG1018 Is involved in NO detoxification in an aerobic process, termed nitric oxide dioxygenase (NOD) reaction that utilizes O(2) and NAD(P)H to convert NO to nitrate, which protects the bacterium from various noxious nitrogen compounds. Therefore, plays a central role in the inducible response to nitrosative stress (By similarity);
ERR793599.90442	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG1020 non-ribosomal peptide synthetase;
ERR793599.463955	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1024 Enoyl-CoA hydratase;
ERR793599.128899	eggNOG;metabolism;[C] Energy production and conversion;COG1049 Aconitate hydratase 2;
ERR793599.128899	eggNOG;metabolism;[C] Energy production and conversion;COG1049 Aconitate hydratase 2;
ERR793599.567279	eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG1051 NUDiX hydrolase;
ERR793599.567279	eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG1051 NUDiX hydrolase;
ERR793599.286958	eggNOG;metabolism;[C] Energy production and conversion;COG1062 alcohol dehydrogenase;
ERR793599.719258	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1066 May play a role in the repair of endogenous alkylation damage (By similarity);
ERR793599.323207	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1074 The heterodimer acts as both an ATP-dependent DNA helicase and an ATP-dependent, dual-direction single-stranded exonuclease. Recognizes the chi site generating a DNA molecule suitable for the initiation of homologous recombination. The AddA nuclease domain is required for chi fragment generation;
ERR793599.675088	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1088 dTDP-glucose 4-6-dehydratase;
ERR793599.675088	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1088 dTDP-glucose 4-6-dehydratase;
ERR793599.653009	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1091 Dtdp-4-dehydrorhamnose reductase;
ERR793599.653009	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1091 Dtdp-4-dehydrorhamnose reductase;
ERR793599.302856	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1109 Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity);
ERR793599.700892	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1109 Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity);
ERR793599.302856	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1109 Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity);
ERR793599.700892	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1109 Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity);
ERR793599.155730	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1112 Helicase;
ERR793599.155730	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1112 Helicase;
ERR793599.357855	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1116 (ABC) transporter;
ERR793599.677776	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1126 ABC transporter, (ATP-binding protein);
ERR793599.489874	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1129 (ABC) transporter;
ERR793599.193953	eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG1131 (ABC) transporter;
ERR793599.561447	eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG1131 (ABC) transporter;
ERR793599.130469	eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG1131 (ABC) transporter;
ERR793599.561447	eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG1131 (ABC) transporter;
ERR793599.572770	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG1157 flagellum-specific ATP synthase;
ERR793599.572770	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG1157 flagellum-specific ATP synthase;
ERR793599.776045	eggNOG;informationStorageAndProcessing;[K] Transcription;COG1158 Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template (By similarity);
ERR793599.776045	eggNOG;informationStorageAndProcessing;[K] Transcription;COG1158 Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template (By similarity);
ERR793599.221802	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1172 (ABC) transporter;
ERR793599.578938	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1172 (ABC) transporter;
ERR793599.221802	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1172 (ABC) transporter;
ERR793599.85329	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1175 binding-protein-dependent transport systems inner membrane Component;
ERR793599.85329	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1175 binding-protein-dependent transport systems inner membrane Component;
ERR793599.30759	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1181 cell wall formation (By similarity);
ERR793599.30759	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1181 cell wall formation (By similarity);
ERR793599.424627	eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG1192 cobyrinic Acid a,c-diamide synthase;
ERR793599.594476	eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG1192 cobyrinic Acid a,c-diamide synthase;
ERR793599.253451	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1194 a g-specific adenine glycosylase;
ERR793599.253451	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1194 a g-specific adenine glycosylase;
ERR793599.254100	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1194 a g-specific adenine glycosylase;
ERR793599.511	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1197 transcriptioN-repair coupling factor;
ERR793599.511	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1197 transcriptioN-repair coupling factor;
ERR793599.216077	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1199 helicase;
ERR793599.216077	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1199 helicase;
ERR793599.778535	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1200 ATP-dependent DNA helicase recG;
ERR793599.719358	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1209 Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis (By similarity);
ERR793599.719358	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1209 Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis (By similarity);
ERR793599.92113	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1215 Glycosyl transferase, family 2;
ERR793599.55184	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG1217 gtp-binding protein typa;
ERR793599.71349	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG1217 gtp-binding protein typa;
ERR793599.71349	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG1217 gtp-binding protein typa;
ERR793599.242657	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1219 ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP (By similarity);
ERR793599.242657	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG1219 ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP (By similarity);
ERR793599.211366	eggNOG;metabolism;[C] Energy production and conversion;COG1249 dihydrolipoyl dehydrogenase;
ERR793599.433305	eggNOG;metabolism;[C] Energy production and conversion;COG1249 dihydrolipoyl dehydrogenase;
ERR793599.211366	eggNOG;metabolism;[C] Energy production and conversion;COG1249 dihydrolipoyl dehydrogenase;
ERR793599.180463	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1250 Dehydrogenase;
ERR793599.180463	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1250 Dehydrogenase;
ERR793599.546311	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1250 Dehydrogenase;
ERR793599.686589	eggNOG;metabolism;[C] Energy production and conversion;COG1251 nitrite reductase;
ERR793599.743176	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1253 CBS Domain protein;
ERR793599.253016	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG1256 ciliary or bacterial-type flagellar motility;
ERR793599.26297	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG1256 ciliary or bacterial-type flagellar motility;
ERR793599.253016	eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG1256 ciliary or bacterial-type flagellar motility;
ERR793599.316646	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1263 PTS System;
ERR793599.697235	eggNOG;informationStorageAndProcessing;[K] Transcription;COG1278 Cold shock protein;
ERR793599.713040	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1305 transglutaminase domain-containing protein;
ERR793599.31191	eggNOG;informationStorageAndProcessing;[K] Transcription;COG1309 Transcriptional regulator;
ERR793599.31191	eggNOG;informationStorageAndProcessing;[K] Transcription;COG1309 Transcriptional regulator;
ERR793599.453661	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG1335 isochorismatase;
ERR793599.663402	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1364 Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate (By similarity);
ERR793599.663402	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1364 Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate (By similarity);
ERR793599.60804	eggNOG;informationStorageAndProcessing;[K] Transcription;COG1396 Transcriptional regulator;
ERR793599.731520	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1398 desaturase;
ERR793599.241533	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1410 methionine synthase;
ERR793599.241533	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1410 methionine synthase;
ERR793599.469800	eggNOG;informationStorageAndProcessing;[K] Transcription;COG1414 Iclr family transcriptional regulator;
ERR793599.469800	eggNOG;informationStorageAndProcessing;[K] Transcription;COG1414 Iclr family transcriptional regulator;
ERR793599.508388	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1452 involved in the assembly of LPS in the outer leaflet of the outer membrane. Determines N-hexane tolerance and is involved in outer membrane permeability. Essential for envelope biogenesis (By similarity);
ERR793599.508388	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1452 involved in the assembly of LPS in the outer leaflet of the outer membrane. Determines N-hexane tolerance and is involved in outer membrane permeability. Essential for envelope biogenesis (By similarity);
ERR793599.727676	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1464 (Lipo)protein;
ERR793599.126842	eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG1477 (LipO)protein;
ERR793599.126842	eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG1477 (LipO)protein;
ERR793599.516305	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG1498 Nucleolar protein;
ERR793599.516305	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG1498 Nucleolar protein;
ERR793599.144058	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1502 Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol (By similarity);
ERR793599.144058	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1502 Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol (By similarity);
ERR793599.247285	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1506 peptidase s9 prolyl oligopeptidase active site domain protein;
ERR793599.526978	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1506 peptidase s9 prolyl oligopeptidase active site domain protein;
ERR793599.526978	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1506 peptidase s9 prolyl oligopeptidase active site domain protein;
ERR793599.293367	eggNOG;metabolism;[C] Energy production and conversion;COG1529 Aldehyde oxidase and xanthine dehydrogenase, molybdopterin binding;
ERR793599.467498	eggNOG;metabolism;[C] Energy production and conversion;COG1529 Aldehyde oxidase and xanthine dehydrogenase, molybdopterin binding;
ERR793599.674384	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG1530 ribonuclease;
ERR793599.191778	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1533 radical SAM domain protein;
ERR793599.216629	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1538 Membrane;
ERR793599.290569	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1538 Membrane;
ERR793599.612411	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1538 Membrane;
ERR793599.612411	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1538 Membrane;
ERR793599.265793	eggNOG;metabolism;[I] Lipid transport and metabolism;COG1562 phytoene synthase;
